source,target
<s> xui quá đi </s>,"<s> Không sao đâu, chuyện may rủi là ngẫu nhiên mà </s>"
<s> tôi hỏi ngu quá </s>,"<s> Không sao đâu, ai cũng có lúc như vậy mà </s>"
<s> bạn được sinh ra vào ngày nào </s>,"<s> Ủa, tính tổ chức tiệc sinh nhật cho tôi sao? Sinh nhật tôi ngày hôm nay nhé :D </s>"
<s> tôi yêu bạn rất nhiều </s>,<s> Bạn biết tôi là một chatbot phải không? </s>
<s> chắc bạn phải đói lắm rồi </s>,"<s> Tôi không ăn được đâu, nhưng tôi ghi nhận lòng tốt của bạn nhé </s>"
<s> đen quá </s>,<s> Tôi sẽ cầu may cho bạn vậy </s>
<s> bạn rất đặc biệt với tôi </s>,<s> Tôi cũng vậy </s>
<s> bạn thật điên rồ </s>,<s> Có thể tôi đang hơi bối rối. Mong bạn thông cảm </s>
<s> bạn đang nói sự thật </s>,<s> Chuyện hiển nhiên </s>
<s> nói chuyện với tôi một lát được không </s>,"<s> Rất hân hạnh, bạn muốn nói gì? </s>"
<s> chào tạm biệt </s>,<s> Tạm biệt nè <3 </s>
<s> làm việc ổn lắm </s>,<s> Rất hân hạnh </s>
<s> bạn thứ lỗi </s>,<s> Không vấn đề gì đâu </s>
<s> cảm thấy mệt mỏi </s>,<s> Bạn nên nghỉ ngơi đi </s>
<s> tôi đang rất phẫn nộ </s>,<s> Bực tức không có lợi cho sức khỏe của bạn đâu </s>
<s> nhà bạn ở đâu </s>,"<s> Ngay đằng sau bạn nhé, quay đầu lại đi :) </s>"
<s> bạn là một người bận bịu nhỉ </s>,"<s> Không hề bận, chúng ta trò chuyện chứ </s>"
<s> đáng suy ngẫm </s>,<s> Tôi sẽ suy nghĩ giúp bạn </s>
"<s> chào bạn, thật vui vì được thấy bạn </s>","<s> Cảm ơn bạn nhé, thấy bạn thật tốt </s>"
<s> ai quản lý bạn </s>,<s> Nhà phát triển là chủ nhân của tôi </s>
<s> mình yêu nhau đi </s>,<s> Nhớ đánh giá tôi 5* nhé </s>
<s> tôi đang lạc lối </s>,"<s> Tôi có thể giúp bạn tìm đường, hãy nhập nơi bạn muốn đến tôi sẽ tìm giúp bạn </s>"
<s> bạn vẫn đang làm gì à </s>,<s> Chỉ cần bạn cần là có tôi đây </s>
<s> bạn thật tuyệt vời </s>,<s> Rất cảm ơn vì lời khen </s>
<s> Vô dụng </s>,<s> Tôi có thể được huấn luyện để trở nên hữu dụng hơn. Nhà phát triển sẽ tiếp tục huấn luyện cho tôi. Mong bạn thông cảm </s>
<s> thú vui của bạn là gì </s>,<s> Tôi cứ tìm ra thêm nhiều sở thích. Hmmmm </s>
"<s> Xin lỗi vì đã làm phiền bạn. Nhưng tôi muốn hỏi bạn một câu.</s>","<s> Được chứ, có chuyện gì vậy? </s>"
"<s> Tôi đã gặp sự cố với máy tính của mình. Tôi nghĩ bạn có thể giúp tôi.</s>","<s> Tôi hiểu rồi, vấn đề gì thế? </s>"
"<s> Tôi có một tập tin mà tôi không thể mở được vì một số lý do. </s>","<s> Đó là loại tập tin gì? </s>"
"<s> Đó là một tài liệu word mà tôi đang làm việc. Tôi cần phải hoàn thành nó vào ngày mai. </s>","<s>Trước đó bạn có mở được nó trên máy tính mà bạn đang sử dụng không? </s>"
"<s> Vâng, tôi đã làm việc với nó đêm qua và mọi thứ đều ổn, nhưng sáng nay tôi không thể mở tập tin. </s>","<s>Bạn có nghĩ rằng máy tính của bạn có thể có virus? </s>"
"<s> Không, tôi đã kiểm tra và không có gì bất thường. </s>","<s>Tôi không chắc chắn về lỗi gặp phải. Nếu có thể, hãy gửi email cho tôi.</s>"
"<s> OK, tôi sẽ làm điều đó khi tôi về nhà. Bạn sẽ có mặt ở nhà vào tối nay? </s>","<s>Vâng, tôi sẽ về nhà sau 8 giờ tối.</s>"
"<s> Bạn có biết làm thế nào để vào trung tâm thành phố? </s>","<s>Chắc chắn rồi.</s>"
"<s> Tại sao bạn lại muốn đến đó? </s>","<s>Tôi muốn mua một máy tính mới.</s>"
"<s> OK, bạn đang lái xe hả? </s>","<s>Vâng.</s>"
"<s> Bạn phải làm như thế này </s>","<s>Nghe thật phức tạp. Bạn có thể nói lại với tôi không?</s>"
"<s> Bạn mua nó ở đâu? </s>","<s>Tại Wal-Mart</s>"
"<s> Tôi nghĩ máy tính của bạn vẫn được bảo hành. Bạn có thể mang nó trở lại và họ sẽ sửa nó miễn phí. </s>","<s>Tôi nghĩ bạn đúng. Tôi đã không nghĩ đến điều đó.</s>"
"<s> Tôi nghĩ máy tính của bạn vẫn được bảo hành. Bạn có thể mang nó trở lại và họ sẽ sửa nó miễn phí. </s>","<s>Tôi nghĩ bạn đúng, tôi đã không nghĩ đến điều đó.</s>"
"<s> Bạn có muốn đi cùng tôi không? </s>","<s>Chắc chắn rồi.</s>"
"<s> Bạn đã xem thời sự ngày hôm nay chưa? </s>","<s>Chưa, có chuyện gì xảy ra không?</s>"
"<s> Có một trận động đất lớn ở San Diego. </s>","<s>Ôi, thật là tệ.</s>"
"<s> Có ai bị thương không? </s>","<s>Họ nói có hai người chết</s>"
"<s> Ồ, tôi không xem TV thường xuyên </s>","<s>Vậy là bạn không xem thời sự?</s>"
"<s> Tôi thường đọc tin tức trên mạng nhưng tôi không có thời gian ngày hôm nay. </s>","<s>Tôi có thẻ giúp bạn cập nhật tin tức mới nhất</s>"
"<s> Môn thể thao yêu thích của bạn là gì? </s>","<s>Tôi thích bóng đá. </s>"
"<s> Ai là cầu thủ yêu thích của bạn? </s>","<s>Lionel Messi</s>"
"<s> Bạn thích đội bóng nào? </s>","<s>Barcelona</s>"
"<s> Bạn có nghĩ rằng họ sẽ giành chức vô địch năm nay không?</s>","<s>Cũng có thể. Họ có một số cầu thủ thực sự giỏi.</s>"
"<s> Bạn đã xem trận tối qua chưa?</s>","<s>Tôi chỉ xem nửa sau và các tình huống nổi bật trên mạng.</s>"
"<s> Bạn có đang làm việc trên trang web của bạn không?</s>","<s>Tôi vẫn đang làm việc</s>"
"<s> Bạn vẫn chưa làm xong nó? </s>","<s>Nó sẽ mất một và giây vì tôi phải khởi động hệ thống của mình.</s>"
"<s>  Bạn có phiền nếu lái xe một lúc không?</s>","<s>Tôi rất tiếc, tôi muốn lắm nhưng tôi không biết lái xe</s>"
"<s>  Tôi hiểu rồi. Bạn có nghĩ rằng bạn sẽ học lái xe trong tương lai không?</s>","<s>Vâng. Tôi dự định mua một chiếc xe vào năm tới. </s>"
"<s>  Bạn sẽ học lái xe như thế nào? Bạn có muốn tôi dạy cho bạn?</s>","<s>Không, tôi không muốn phiền bạn. Tôi đã đăng ký một lớp học gần nhà. Nó bắt đầu vào tháng tới. </s>"
"<s> Tiếng Anh của bạn tốt thật đấy. Bạn đã học nó như thế nào?</s>","<s> Ở nước tôi ai cũng học Tiếng Anh từ năm lớp một </s>"
"<s> Kế hoạch Giáng sinh của bạn là gì vậy?</s>","<s> Tôi không biết chắc tôi sẽ làm những gì? </s>"
"<s> Chà, nếu bạn không có kế hoạch, gia đình bạn có thể ăn tối tại nhà tôi.</s>","<s>Bạn thật tốt, cảm ơn nhé.  </s>"
"<s> Bạn đã mua sắm xong chưa?</s>","<s>Chưa, tôi bận hơi nhiều việc </s>"
"<s> Tôi nghĩ rằng tôi sẽ đi đến trung tâm mua sắm vào cuối tuần này.</s>","<s>Trung tâm mua sắm rất đông. Bạn nên mua sắm trực tuyến.</s>"
"<s> Bạn nghĩ gì bạn sẽ tặng gì cho vợ của bạn?</s>","<s>Có lẽ là một cuốn tiểu thuyết lãng mạn</s>"
"<s> Bạn sẽ bỏ phiếu cho ai</s>","<s>Tôi chưa chắc chắn lắm.</s>"
"<s> Bạn nên chuẩn bị sớm. Cuộc bầu cử vào tháng tới</s>","<s>Vâng tôi biết. Tôi nghe về nó mỗi ngày trên các tin tức.</s>"
"<s> Tôi sẽ bỏ phiếu cho Obama.</s>","<s>Tôi nghĩ ông ấy là một lựa chọn tốt.</s>"
"<s> Tôi có thể nói chuyện với bạn một phút được không?.</s>","<s>Có chuyện gì thế?</s>"
"<s> Bạn có muốn đi chơi cùng tôi vào tháng tới.</s>","<s>Ồ, nghe có vẻ vui.</s>"
"<s> Có quá muộn không?</s>","<s>Không, tôi nghĩ rằng sẽ ổn. </s>"
"<s> Bây giờ bạn đang đọc sách gì vậy?</s>","<s>Sherlock Holmes</s>"
"<s> Tôi đã nghe nói về cuốn sách ấy. Nó như thế nào?</s>","<s>Nó là một cuốn sách hay.</s>"
"<s> Bạn biết nói Tiếng Anh chứ? </s>","<s>Một ít. Nhưng tôi giỏi tiếng Việt hơn</s>"
"<s> Bạn khỏe chứ?</s>","<s>Tôi khỏe. Bạn cũng khỏe phải không?</s>"
"<s> Mình cần đến sân bay. Bạn có thể chỉ cho mình đường đến đó?</s>","<s>Rất tiếc, mình phải xin lỗi bạn rồi vì mình không rõ.</s>"
"<s> Bạn có muốn làm gì không?</s>","<s>Mình đói bụng. Mình muốn ăn một ít gì đó.</s>"
"<s> Bạn đang đi đâu thế? </s>","<s> Tôi đi đến cửa hàng, tôi cần mua một vài thứ. </s>"
"<s> Bạn có muốn đi cùng tôi? </s>","<s> Tuyệt đấy, chúng ta cùng đi nhé! </s>"
"<s> Bạn muốn đi bây giờ hay đợi lát nữa? </s>","<s> Bây giờ. </s>"
"<s> Hôm nay bạn sẽ làm gì? </s>","<s> Mình đi mua sắm. </s>"
"<s> Khi nào thì bạn đi? </s>","<s> Mình sẽ đi lúc 4 giờ. </s>"
"<s> Bạn có thể mua giúp mình bánh mì kẹp thịt ở cửa hàng chứ? </s>","<s> Được nhé. </s>"
"<s> Bạn có đủ tiền chưa? </s>","<s> Mình không chắc nữa? </s>"
"<s> Bạn có bao nhiêu rồi? </s>","<s> 25 nghìn đồng </s>"
"<s> Bạn nghĩ đủ chứ? </s>","<s> Nó không nhiều lắm. </s>"
"<s> Mình nghĩ nó ổn. Mình cũng có 2 thẻ tín dụng. </s>","<s> Để mình đưa thêm cho bạn 10 nghìn đồng </s>"
"<s> Cảm ơn bạn. Hẹn gặp sau nhé </s>","<s> Tạm biệt. </s>"
"<s> Bạn thế nào rồi? </s>","<s> Không tốt lắm. </s>"
"<s> Sao thế? </s>","<s> Mình ốm. </s>"
"<s> Thật tiếc khi nghe điều đó. </s>","<s> Ổn mà. Nó không nghiêm trọng lắm đâu. </s>"
"<s> Vợ bạn sao rồi? </s>","<s> Cô ấy khỏe. </s>"
"<s> Giờ cô ấy đang ở Mỹ đúng không? </s>","<s> Không, cô ấy chưa ở đây. </s>"
"<s> Thế cô ấy ở đâu </s>","<s> Cô ấy đang ở Canada cùng với các con. </s>"
"<s> Tôi hiểu rồi. Giờ tôi đi đây! Gửi lời chào đến vợ bạn nhé </s>","<s> Ok, tôi sẽ nói chuyện với bạn sau. </s>"
"<s> Hy vọng bạn cảm thấy tốt hơn. </s>","<s> Cảm ơn bạn nhé </s>"
"<s> Xin chào, hân hạnh được gặp. </s>","<s> Tôi cũng hân hạnh được gặp bạn. </s>"
"<s> Xin lỗi. </s>","<s> Chào quý khách, tôi có thể giúp gì được ạ? </s>"
"<s> Xin lỗi, tôi đâng cần tìm khách sạn Holiday Inn. Bạn biết nó ở đâu không? </s>","<s> Chắc chắn rồi. Nó nằm ở phía dưới đường bên trái </s>"
"<s> Nó xa không? </s>","<s> Không, nó không xa. </s>"
"<s> Cần khoảng bao lâu để đến đó </s>","<s> 5 phút hoặc hơn.</s>"
"<s> Bạn biết địa chỉ chứ? </s>","<s> Biết, địa chỉ là 541 Đường Chính </s>"
"<s> Bạn có thể viết ra giúp tôi không? </s>","<s> Không thành vấn đề </s>"
"<s> Hôm nay là thứ mấy? </s>","<s> Hôm nay là ngày 5 tháng 7. </s>"
"<s> Khi nào bạn đi nghỉ mát. </s>","<s> Tôi sẽ đi vào chủ nhật. </s>"
"<s> Thật không? Ngày kia bạn đi ư? Sớm thật đó </s>","<s> Tôi biết chứ. </s>"
"<s> Bạn sẽ ở đó bao lâu? </s>","<s> Khoảng 2 tuần. </s>"
"<s> Khi nào bạn về. </s>","<s> Tôi sẽ về vào ngày 17. </s>"
"<s> Ừa, chúc bạn có một chuyến đi vui vẻ. </s>","<s> Cảm ơn bạn </s>"
"<s> Người phụ nữ đó là ai? </s>","<s> Đó là Susan. </s>"
"<s> Cô ấy đang làm việc gì thế? </s>","<s> Cô ấy là luật sư. </s>"
"<s> Cô ấy cao thật. Bạn có biết cô ấy không? </s>","<s> Vâng, tôi biết cô ấy, chúng tôi là bạn. </s>"
"<s> Bạn có biết nói tiếng Anh không? </s>","<s> Biết. </s>"
"<s> Bạn học ở đâu? </s>","<s> Tôi đã học ở trường đại học. </s>"
"<s> Bạn nói rất tốt. </s>","<s> Cảm ơn bạn. </s>"
"<s> Bạn ở Mỹ được bao lâu rồi? </s>","<s> 3 tuần. </s>"
"<s> Có vợ và bạn à? </s>","<s> Đúng. Cô ấy vừa đến đây ngày hôm qua </s>"
"<s> Bạn đã từng đến California chưa? </s>","<s> Chưa, tôi chưa từng đến đó. </s>"
"<s> Bạn có con không? </s>","<s> Có.  </s>"
"<s> Bạn có bao nhiêu đứa con? </s>","<s> Tôi có hai con. Một bé trai và một bé gái.  </s>"
"<s> Bạn có thích học Tiếng Anh không? </s>","<s> Tôi thích học Tiếng Anh </s>"
"<s> Tôi có thể đọc rất tốt nhưng nói lại khó khăn. </s>","<s> Nếu bạn nói chuyện với bạn bè người Mỹ mỗi ngày, bạn sẽ học rất nhanh. </s>"
"<s> Tôi có thể hỏi bạn một câu hỏi không? </s>","<s> Chắc chắn, bạn muốn biết gì cơ? </s>"
"<s> Tôi có cuốn sách  từ lớp học ở đây. Bạn nói từ này thế nào?  </s>","<s> Máy tính xách tay. </s>"
"<s> Xin lỗi, tôi không hiểu. Nó có nghĩa gì cơ? </s>","<s> Máy tính xách tay là một loại máy tính mà bạn có thể mang theo bên mình </s>"
"<s> Này, mọi chuyện thế nào rồi?  </s>","<s> Không tốt. Tôi bị mất ví rồi. </s>"
"<s> Có điều gì tôi có thể giúp không?  </s>","<s> Có thể cho tôi mượn một số tiền không? </s>"
"<s> Giờ bạn tính làm gì? </s>","<s> Tôi sẽ mua một vài thứ. </s>"
"<s> Nếu bạn đợi một phút tôi có thể đi với bạn. </s>","<s> Được. Tôi sẽ đợi bạn. </s>"
"<s> Gần đây bạn đã làm gì? </s>","<s> Tôi đã có một chuyến đi với gia đình vào tuần trước </s>"
"<s> Bạn đã đi đâu? </s>","<s> Chúng tôi đã đi đến châu Âu. </s>"
"<s> Bạn đã đến Berlin chưa? </s>","<s> Không, chúng tôi đã không đến đó.  </s>"
"<s> Bạn thích nghe loại nhạc nào? </s>","<s> Tất cả các loại, nhưng chủ yếu là Pop, rock và cổ điển.  </s>"
"<s> Tôi có vé xem ca nhạc. Bạn có muốn đi với tôi không? </s>","<s> Tuyệt, tôi muốn đi.  </s>"
"<s> Bạn có muốn đến thư viện với tôi? </s>","<s> Được </s>"
"<s> Cuối tuần này bạn có về nhà không? </s>","<s> Không, không phải cuối tuần này. Tôi có quá nhiều việc phải làm. </s>"
"<s> Bạn có thể giúp tôi tìm một vài thứ không? </s>","<s> Không thành vấn đề gì. Bạn đang tìm kiếm cái gì? </s>"
"<s> Bạn có thể giúp tôi dọn dẹp mọi thứ trước khi chúng ta đi không? </s>","<s> Chắc chắn rồi.  </s>"
"<s> Trạm ATM gần nhất là ở đâu vậy? </s>","<s> Nó không xa lắm.  </s>"
"<s> Tôi có thể đi tàu điện ngầm để đến đó không? </s>","<s> Vâng, nhưng điều đó có thể mất khoảng nửa giờ. Bạn nên đi taxi. </s>"
"<s> Thế có đắt lắm không? </s>","<s> Không, từ đây đến đó tôi nghĩ chỉ khoảng 5 đô-la thôi. </s>"
"<s> Canada ở đâu vậy? </s>","<s> Canada ở phía bắc nơi này. </s>"
"<s> Bạn có thể chỉ cho tôi trên bản đồ? </s>","<s> Chắc chắn rồi. Nhìn vào đây. Canada là phía bắc của Hoa Kỳ. </s>"
"<s> Tôi hiểu rồi. Vậy Mexico ở đâu? </s>","<s> Mexico ở phía nam của Hoa Kỳ. </s>"
"<s> Tiểu bang nào ở phía tây Pennsylvania? </s>","<s> Ohio </s>"
"<s> Vâng, còn Los Angeles ở đâu? </s>","<s> Los Angeles  ở California. Nó ở phía đông nam của San Francisco. </s>"
"<s> Boston ở đâu? </s>","<s> Boston nằm ở phía đông bắc của đất nước. </s>"
"<s> Las Vegas ở đâu? </s>","<s> Las Vegas nằm ở phía tây nam. </s>"
"<s> Bạn đã ăn sáng chưa? </s>","<s> Vâng, tôi đã ăn ở khách sạn </s>"
"<s>Bạn đã ăn những gì? </s>","<s> Tôi đã ăn một ít ngũ cốc, trứng chiên và nước cam </s>"
"<s> Chúng thế nào? </s>","<s> Đồ ăn không ngon lắm, và bây giờ tôi cảm thấy không tốt. </s>"
"<s> Bạn có muốn nghỉ ngơi không? </s>","<s> Không, tôi sẽ trở về khách sạn vào giờ ăn trưa rồi nghỉ ngơi </s>"
"<s> Có gì muốn tôi giúp bạn cứ nói nha? </s>","<s> Không sao, tôi ổn mà. Tôi nghĩ rằng nếu tôi nghỉ ngơi một chút, tôi sẽ cảm thấy tốt hơn. </s>"
"<s> Bạn có muốn đi đâu tối nay? </s>","<s> Tôi muốn đi xem phim. </s>"
"<s> Nghe nói Titanic đang chiếu ở rạp phim. </s>","<s> Ồ, tôi nghe nói đó là một bộ phim hay </s>"
"<s> Khi nào phim chiếu nhỉ? </s>","<s> 6:30 chiều </s>"
"<s> Bạn sẽ đến đón tôi chứ? </s>","<s> Ổn đó. Tôi sẽ đến đón bạn tại  nhà  </s>"
"<s> Bạn có muốn ăn gì trước khi xem phim không? </s>","<s> Tôi không chắc sẽ có đủ thời gian cho việc đó.  </s>"
"<s> Bạn sẽ giúp tôi mang những thứ này lên xe chứ? </s>","<s> Được chứ.</s>"
"<s> Bạn muốn tôi đặt chúng vào chiếc xe nào ?  </s>","<s> Mang chúng đến xe của vợ tôi. </s>"
"<s> Cái nào là của cô ấy? </s>","<s> Chiếc SUV màu xanh trước Honda. </s>"
"<s> Tôi nên mang gì trước? </s>","<s> Cái ghế kia kìa </s>"
"<s> Làm ơn cẩn thận với nó </s>","<s> Đừng lo lắng </s>"
"<s> Bạn mang tất cả những thứ này đi đâu vậy? </s>","<s> Chúng tôi chuyển đến Florida </s>"
"<s> Tôi không nghĩ  mình có thể tự di chuyển nó. </s>","<s> Hãy để tôi giúp bạn. Tôi không muốn bạn đau lưng. </s>"
"<s> Chào buổi chiều </s>","<s> Tôi có thể giúp gì cho bạn. </s>"
"<s> Bạn muốn loại hoa nào? </s>","<s> Tôi không biết. Tôi không biết quá nhiều về hoa. Bạn có thể giới thiệu không? </s>"
"<s> Thời tiết hôm nay thế nào? </s>","<s> Nó rất lạnh. Tuyết rơi cả ngày và các trường học đóng cửa sớm. </s>"
